brand,processor_brand,processor_name,ram_gb,ram_type,ssd_gb,hdd_gb,os,os_bit,graphic_card_gb,weight,warranty_years,Touchscreen,msoffice,Price_USD,rating_stars,Number of Ratings,Number of Reviews,,,
Dell,Intel,Core i5,8,LPDDR4,0,512,DOS,32,4,Casual,1,No,No,817.08,1,23,4,,,
Dell,Intel,Core i5,8,LPDDR4,0,512,DOS,32,0,ThinNlight,1,No,No,1679.88,3,0,0,,,
HP,Intel,Core i5,8,LPDDR4,0,512,DOS,32,0,ThinNlight,0,No,No,671.88,4,818,109,,,
HP,Intel,Core i5,8,LPDDR4,0,512,DOS,32,4,Casual,0,No,No,1230.61,3,0,0,,,
Lenovo,Intel,Core i5,8,LPDDR4,0,512,DOS,32,2,Casual,0,No,No,563.88,4,4428,569,,,
HP,Intel,Core i5,8,DDR4,128,0,Windows,64,0,ThinNlight,1,No,No,912.14,4,129,16,,,
Lenovo,Intel,Core i5,8,DDR4,256,0,Windows,64,0,Casual,2,No,Yes,593.88,4,365,35,,,
Acer,Intel,Core i5,8,DDR3,256,0,Windows,64,0,ThinNlight,1,No,Yes,1042.4,4,39,3,,,
Asus,Intel,Core i5,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,587.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,671.88,3,3,0,,,
Acer,Intel,Core i5,8,DDR3,256,0,Windows,64,0,ThinNlight,1,Yes,Yes,983.98,4,14,3,,,
HP,Intel,Core i5,8,DDR4,256,0,Windows,64,0,Casual,1,Yes,Yes,1639.08,3,0,0,,,
Acer,Intel,Core i5,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,713.88,3,33,7,,,
Asus,Intel,Core i5,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,597.6,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,743.99,2,4,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,659.88,4,116,15,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,647.88,4,206,17,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,2,No,Yes,635.88,4,300,24,,,
HP,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,815.88,4,108,6,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,695.88,4,3712,412,,,
Lenovo,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,747.6,4,825,95,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,635.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,2,No,Yes,623.88,4,85,4,,,
Lenovo,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,743.88,4,56,7,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,32,0,Casual,1,Yes,Yes,767.88,4,10,1,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,791.88,4,17,4,,,
Acer,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,635.88,4,155,20,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,599.88,3,0,0,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,863.88,4,91,17,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,575.88,4,35,2,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,32,0,ThinNlight,2,No,Yes,581.88,4,126,13,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,875.88,4,74,10,,,
MSI,Intel,Core i5,16,DDR4,512,0,Windows,64,4,Casual,2,No,No,923.88,4,75,17,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,6,Gaming,1,No,Yes,1079.88,4,124,17,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,719.88,4,1597,228,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,791.88,4,3850,378,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,0,Yes,No,863.88,4,7,1,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,0,Yes,No,862.68,4,3,0,,,
Lenovo,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,779.88,3,0,0,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,791.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,671.99,4,5,1,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,881.88,4,213,45,,,
HP,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,893.88,4,10,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,700.08,4,69,6,,,
Acer,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,671.99,4,6,0,,,
Dell,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,815.88,4,93,9,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,719.88,4,11,2,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,6,Casual,1,No,Yes,995.88,4,262,31,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,770.28,3,0,0,,,
Dell,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,841.08,4,5,1,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,No,599.88,4,45,3,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,665.88,3,8,1,,,
HP,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,0,Yes,No,1175.88,5,3,1,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,659.88,4,1681,227,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,719.88,4,37,2,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,647.88,4,61,2,,,
HP,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,803.99,4,17,1,,,
Acer,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,731.88,4,17,1,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,575.88,4,1625,152,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,32,0,ThinNlight,1,No,Yes,719.99,4,4,1,,,
Dell,Intel,Core i5,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,959.88,3,0,0,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,767.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,767.88,4,17,1,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,719.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,671.88,3,0,0,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,719.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,767.88,4,3,0,,,
Dell,Intel,Core i5,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,833.88,3,0,0,,,
Dell,Intel,Core i5,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1072.68,3,0,0,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,899.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,779.88,4,48,12,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,797.88,4,282,36,,,
Dell,Intel,Core i5,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,1076.42,3,0,0,,,
Lenovo,Intel,Core i5,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,851.88,4,67,4,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,707.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,690,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,959.88,4,23,2,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,678.49,4,677,87,,,
Asus,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,719.88,3,3,0,,,
Lenovo,Intel,Core i5,16,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,779.88,4,46,4,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,735.48,3,4,1,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,659.88,4,9,1,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,719.88,4,26,4,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,32,6,Casual,1,No,No,1019.88,5,5,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,870,4,40,3,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,719.88,3,44,6,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1055.88,4,28,6,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,695.88,4,1541,123,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,833.88,4,72,7,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,827.88,4,44,8,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,32,0,Casual,1,No,Yes,935.88,4,17,2,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,1271.88,4,59,11,,,
MSI,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,959.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,665.88,4,337,27,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,839.88,4,10,2,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1019.88,4,10,2,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,719.88,3,31,7,,,
Dell,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,1342.68,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,No,791.88,4,10,0,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,32,0,Casual,1,No,Yes,875.88,4,76,14,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,853.08,4,44,6,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,899.88,3,0,0,,,
Asus,Intel,Core i5,8,LPDDR3,512,0,Windows,64,0,Casual,1,No,Yes,959.88,4,11,3,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,665.88,4,138,16,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,Yes,797.88,4,199,17,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,640.8,4,46,6,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,894,4,45,5,,,
Dell,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,1379.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,ThinNlight,0,No,No,743.88,4,35,4,,,
Apple,Intel,Core i5,8,LPDDR4X,512,0,Mac,64,0,Casual,1,No,No,1919.88,4,32,5,,,
Apple,Intel,Core i5,8,DDR3,512,0,Mac,64,0,Casual,1,No,No,2065.08,4,108,13,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,899.88,3,0,0,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,677.88,4,814,112,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,3,No,No,1764,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,671.88,4,75,9,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,935.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,1277.88,4,3,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,851.88,4,11,3,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,779.88,4,125,11,,,
Acer,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,695.88,3,0,0,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,779.88,4,4,0,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,659.88,4,714,147,,,
HP,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,0,Yes,No,1343.99,3,0,0,,,
Lenovo,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,2,Casual,1,No,Yes,849.58,4,21,3,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,719.88,3,9,1,,,
Acer,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,1194,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,671.88,4,30,4,,,
Asus,Intel,Core i5,8,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,875.88,4,44,4,,,
Acer,Intel,Core i5,8,DDR3,512,0,Windows,64,0,ThinNlight,1,No,No,779.88,3,4,1,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,695.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,923.88,4,14,2,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,2,No,Yes,755.98,4,739,71,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,935.88,4,31,5,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1379.88,4,145,19,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,791.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,1067.88,3,19,2,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,1363.08,3,0,0,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,Yes,887.88,4,32,6,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,732,4,1124,100,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,1199.88,4,35,6,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,815.88,4,9,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,849.59,4,98,6,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,791.88,4,31,2,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,644.28,4,19,3,,,
MSI,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,671.88,3,0,0,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,638.28,4,11,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,32,2,Casual,2,No,Yes,707.99,4,45,3,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,ThinNlight,3,No,No,863.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,32,4,Casual,0,No,No,984,3,0,0,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,1019.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,1079.98,3,0,0,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,1199.88,3,0,0,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,1019.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,838.79,4,474,37,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,959.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,915.6,4,6,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,671.99,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,874.8,3,24,4,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,887.88,4,195,17,,,
Asus,Intel,Core i5,8,LPDDR4,512,0,Windows,64,0,ThinNlight,0,No,No,1019.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,32,2,Casual,0,No,No,882.23,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,1512,5,2,1,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,6,Casual,1,No,No,1067.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,1379.99,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,995.88,4,21,2,,,
Acer,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,Yes,No,1319.99,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,995.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,959.88,4,5,0,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,1379.88,3,0,0,,,
HP,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,1559.99,3,0,0,,,
MSI,Intel,Core i5,8,DDR5,512,0,Windows,32,6,Casual,0,No,No,1799.88,4,10,3,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,855.48,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,954,4,10,1,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,995.88,3,15,3,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,851.76,4,138,23,,,
Asus,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,1199.88,3,0,0,,,
HP,Intel,Core i5,8,DDR4,512,0,Windows,32,0,Casual,0,No,No,1128,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,0,Yes,No,995.88,4,16,3,,,
MSI,Intel,Core i5,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,959.88,4,11,4,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,1031.88,3,0,0,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,0,No,No,1043.88,3,0,0,,,
Asus,Intel,Core i5,8,LPDDR3,512,0,Windows,64,2,Casual,1,No,Yes,1271.88,5,4,0,,,
Asus,Intel,Core i5,8,LPDDR3,512,0,Windows,64,0,Casual,0,No,No,1019.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,719.99,4,22,3,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,1103.99,4,16,2,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,946.8,3,16,1,,,
Asus,Intel,Core i5,8,LPDDR3,512,0,Windows,64,0,Casual,0,No,No,1593.48,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,731.88,3,14,6,,,
Avita,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,786.67,3,0,0,,,
Dell,Intel,Core i5,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,842.28,3,6,3,,,
Dell,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,No,955.08,3,0,0,,,
Avita,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,786.67,3,0,0,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,923.88,3,0,0,,,
Avita,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,786.67,3,0,0,,,
Avita,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,539.88,3,17,3,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1019.88,3,17,2,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,1043.99,4,3,0,,,
HP,Intel,Core i5,16,DDR4,512,0,Windows,64,2,Casual,1,No,No,936,4,512,85,,,
Avita,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,876.76,3,17,3,,,
Avita,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,876.76,3,17,3,,,
HP,Intel,Core i5,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,1211.88,3,0,0,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,899.88,3,3,1,,,
Asus,Intel,Core i5,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,911.88,4,1365,137,,,
Lenovo,Intel,Core i5,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,1009.03,3,8,3,,,
Asus,Intel,Core i5,8,DDR4,1024,0,Windows,64,4,Gaming,0,No,No,911.88,4,368,48,,,
